nfile,length,label,reliability
slice_152.wav,28.0,0,3.0
slice_153.wav,19.0,0,1.0
slice_154.wav,6.0,0,1.0
slice_155.wav,22.0,0,2.0
slice_156.wav,12.0,0,1.0
slice_157.wav,12.0,0,2.0
slice_158.wav,13.0,0,2.0
slice_159.wav,17.0,0,2.0
slice_160.wav,13.0,0,1.0
slice_161.wav,10.0,0,2.0
slice_162.wav,9.0,0,2.0
slice_163.wav,8.0,0,2.0
slice_164.wav,13.0,0,1.0
slice_165.wav,14.0,0,2.0
slice_166.wav,17.0,0,3.0
slice_167.wav,12.0,0,2.0
slice_168.wav,19.0,0,2.0
slice_169.wav,10.0,0,2.0
slice_170.wav,20.0,0,3.0
slice_171.wav,20.0,0,1.0
slice_172.wav,10.0,0,2.0
slice_173.wav,12.0,0,1.0
slice_174.wav,23.0,0,2.0
slice_175.wav,9.0,0,1.0
slice_176.wav,16.0,0,3.0
slice_177.wav,20.0,0,3.0
slice_178.wav,7.0,0,1.0
slice_179.wav,27.0,0,2.0
slice_180.wav,12.0,0,2.0
slice_181.wav,16.0,0,3.0
slice_182.wav,16.0,0,1.0
slice_183.wav,10.0,0,1.0
slice_184.wav,25.0,0,2.0
slice_185.wav,16.0,0,2.0
slice_186.wav,27.0,0,1.0
slice_187.wav,34.0,0,1.0
slice_188.wav,9.0,1,3.0
slice_189.wav,29.0,0,1.0
slice_190.wav,14.0,0,1.0
slice_191.wav,19.0,0,2.0
slice_192.wav,18.0,0,2.0
slice_193.wav,13.0,0,2.0
slice_194.wav,12.0,0,2.0
slice_195.wav,10.0,0,2.0
slice_196.wav,9.0,0,3.0
slice_197.wav,16.0,0,3.0
slice_198.wav,13.0,0,3.0
slice_199.wav,10.0,0,3.0
slice_200.wav,7.0,0,2.0
slice_201.wav,12.0,0,3.0
slice_202.wav,19.0,0,3.0
slice_203.wav,7.0,0,3.0
slice_204.wav,13.0,0,2.0
slice_207.wav,39.0,0,2.0
slice_208.wav,25.0,0,2.0
slice_209.wav,17.0,1,3.0
slice_210.wav,22.0,0,3.0
slice_211.wav,28.0,0,3.0
slice_212.wav,19.0,0,1.0
slice_213.wav,22.0,0,2.0
slice_214.wav,37.0,0,3.0
slice_215.wav,37.0,0,3.0
slice_216.wav,24.0,0,3.0
slice_217.wav,24.0,1,3.0
slice_218.wav,19.0,0,2.0
slice_219.wav,17.0,0,2.0
slice_220.wav,16.0,0,1.0
slice_221.wav,15.0,0,1.0
slice_222.wav,16.0,1,1.0
slice_223.wav,9.0,1,2.0
slice_224.wav,14.0,0,2.0
slice_225.wav,19.0,0,3.0
slice_226.wav,18.0,0,3.0
slice_227.wav,24.0,0,2.0
slice_228.wav,20.0,0,1.0
slice_229.wav,20.0,0,2.0
slice_230.wav,15.0,0,3.0
slice_231.wav,18.0,0,2.0
slice_232.wav,11.0,0,1.0
slice_233.wav,30.0,0,1.0
slice_234.wav,16.0,0,1.0
slice_235.wav,34.0,0,3.0
slice_236.wav,16.0,0,3.0
slice_237.wav,10.0,0,3.0
slice_238.wav,19.0,0,1.0
slice_239.wav,18.0,0,2.0
slice_240.wav,17.0,0,3.0
slice_241.wav,12.0,0,1.0
slice_242.wav,14.0,0,2.0
slice_243.wav,12.0,0,1.0
slice_244.wav,10.0,0,1.0
slice_245.wav,23.0,0,3.0
slice_246.wav,32.0,0,2.0
slice_247.wav,7.0,0,1.0
slice_248.wav,16.0,0,2.0
slice_249.wav,15.0,0,1.0
slice_250.wav,8.0,0,2.0
slice_251.wav,5.0,0,3.0
slice_252.wav,4.0,0,2.0
slice_253.wav,3.0,0,2.0
slice_254.wav,4.0,0,2.0
slice_255.wav,8.0,0,2.0
slice_256.wav,4.0,0,2.0
slice_257.wav,9.0,0,3.0
slice_258.wav,15.0,0,2.0
slice_259.wav,29.0,0,3.0
slice_260.wav,20.0,0,1.0
slice_261.wav,18.0,0,2.0
slice_262.wav,15.0,0,1.0
slice_263.wav,55.0,0,1.0
slice_264.wav,4.0,1,1.0
slice_265.wav,4.0,1,1.0
slice_266.wav,4.0,1,1.0
slice_267.wav,4.0,0,1.0
slice_268.wav,4.0,0,1.0
slice_269.wav,4.0,1,1.0
slice_270.wav,4.0,1,1.0
slice_271.wav,4.0,1,1.0
slice_272.wav,4.0,0,1.0
slice_273.wav,4.0,1,1.0
slice_274.wav,4.0,1,1.0
slice_275.wav,4.0,1,1.0
slice_276.wav,4.0,1,1.0
slice_277.wav,4.0,0,1.0
slice_278.wav,4.0,1,1.0
slice_279.wav,4.0,1,1.0
slice_280.wav,4.0,1,1.0
slice_281.wav,4.0,0,1.0
slice_282.wav,4.0,0,1.0
slice_283.wav,4.0,1,1.0
slice_284.wav,4.0,1,1.0
slice_285.wav,4.0,1,1.0
slice_286.wav,4.0,0,1.0
slice_287.wav,4.0,1,1.0
slice_288.wav,4.0,1,1.0
slice_289.wav,4.0,0,1.0
slice_290.wav,4.0,1,1.0
slice_291.wav,4.0,1,1.0
slice_292.wav,4.0,1,1.0
slice_293.wav,4.0,0,1.0
slice_294.wav,4.0,1,1.0
slice_295.wav,4.0,1,1.0
slice_296.wav,4.0,0,1.0
slice_297.wav,4.0,0,1.0
slice_298.wav,4.0,1,1.0
slice_299.wav,4.0,0,1.0
slice_300.wav,4.0,0,1.0
slice_301.wav,4.0,0,1.0
slice_302.wav,4.0,0,1.0
slice_303.wav,4.0,0,1.0
slice_304.wav,4.0,1,1.0
slice_305.wav,4.0,1,1.0
slice_306.wav,4.0,1,1.0
slice_307.wav,4.0,0,1.0
slice_308.wav,4.0,0,1.0
slice_309.wav,4.0,1,1.0
slice_310.wav,4.0,1,1.0
slice_311.wav,4.0,1,1.0
slice_312.wav,4.0,0,1.0
slice_313.wav,4.0,1,1.0
slice_314.wav,4.0,1,1.0
slice_315.wav,4.0,1,1.0
slice_316.wav,4.0,1,1.0
slice_317.wav,4.0,1,1.0
slice_318.wav,4.0,0,1.0
slice_319.wav,4.0,0,1.0
slice_320.wav,4.0,1,1.0
slice_321.wav,4.0,0,1.0
slice_322.wav,4.0,0,1.0
slice_323.wav,4.0,0,1.0
slice_324.wav,4.0,0,1.0
slice_325.wav,4.0,0,1.0
slice_326.wav,4.0,0,1.0
slice_327.wav,4.0,0,1.0
slice_328.wav,4.0,0,1.0
slice_329.wav,4.0,0,1.0
slice_330.wav,4.0,0,1.0
slice_331.wav,4.0,0,1.0
slice_332.wav,4.0,0,1.0
slice_333.wav,4.0,0,1.0
slice_334.wav,4.0,0,1.0
slice_335.wav,4.0,0,1.0
slice_336.wav,4.0,0,1.0
slice_337.wav,4.0,0,1.0
slice_338.wav,4.0,0,1.0
slice_339.wav,4.0,0,1.0
slice_340.wav,4.0,0,1.0
slice_341.wav,4.0,0,1.0
slice_342.wav,4.0,0,1.0
slice_343.wav,4.0,0,1.0
slice_344.wav,4.0,0,1.0
slice_345.wav,4.0,0,1.0
slice_346.wav,4.0,0,1.0
slice_347.wav,4.0,0,1.0
slice_348.wav,4.0,0,1.0
slice_349.wav,4.0,0,1.0
slice_350.wav,4.0,1,1.0
slice_351.wav,4.0,1,1.0
slice_352.wav,4.0,0,1.0
slice_353.wav,4.0,0,1.0
slice_354.wav,4.0,0,1.0
slice_355.wav,4.0,1,1.0
slice_356.wav,4.0,1,1.0
slice_357.wav,4.0,0,1.0
slice_358.wav,4.0,0,1.0
slice_359.wav,4.0,0,1.0
slice_360.wav,4.0,0,1.0
slice_361.wav,4.0,0,1.0
slice_362.wav,4.0,0,1.0
slice_363.wav,4.0,0,1.0
slice_364.wav,4.0,0,1.0
slice_365.wav,4.0,0,1.0
slice_366.wav,4.0,0,1.0
slice_367.wav,4.0,0,1.0
slice_368.wav,4.0,0,1.0
slice_369.wav,4.0,0,1.0
slice_370.wav,4.0,0,1.0
slice_371.wav,4.0,0,1.0
slice_372.wav,4.0,0,1.0
slice_373.wav,4.0,0,1.0
slice_374.wav,4.0,0,1.0
slice_375.wav,4.0,0,1.0
slice_376.wav,4.0,0,1.0
slice_377.wav,4.0,0,1.0
slice_378.wav,4.0,0,1.0
slice_379.wav,4.0,0,1.0
slice_380.wav,4.0,0,1.0
slice_381.wav,4.0,0,1.0
slice_382.wav,4.0,0,1.0
slice_383.wav,4.0,0,1.0
slice_384.wav,4.0,0,1.0
slice_385.wav,4.0,0,1.0
slice_386.wav,4.0,0,1.0
slice_387.wav,4.0,0,1.0
slice_388.wav,4.0,0,1.0
slice_389.wav,4.0,0,1.0
slice_390.wav,4.0,0,1.0
slice_391.wav,4.0,0,1.0
slice_392.wav,4.0,0,1.0
slice_393.wav,4.0,0,1.0
slice_394.wav,4.0,0,1.0
slice_395.wav,4.0,0,1.0
slice_396.wav,4.0,0,1.0
slice_397.wav,4.0,0,1.0
slice_398.wav,4.0,0,1.0
slice_399.wav,4.0,0,1.0
slice_400.wav,4.0,0,1.0
slice_401.wav,4.0,0,1.0
slice_402.wav,4.0,0,1.0
slice_403.wav,4.0,0,1.0
slice_404.wav,4.0,1,1.0
slice_405.wav,4.0,1,1.0
slice_406.wav,4.0,0,1.0
slice_407.wav,4.0,0,1.0
slice_408.wav,4.0,0,1.0
slice_409.wav,4.0,0,1.0
slice_410.wav,4.0,0,1.0
slice_411.wav,4.0,0,1.0
slice_412.wav,4.0,0,1.0
slice_413.wav,4.0,0,1.0
slice_414.wav,4.0,0,1.0
slice_415.wav,4.0,0,1.0
slice_416.wav,4.0,0,1.0
slice_417.wav,4.0,0,1.0
slice_418.wav,4.0,0,1.0
slice_419.wav,4.0,0,1.0
slice_420.wav,4.0,1,1.0
slice_421.wav,4.0,1,1.0
slice_422.wav,4.0,1,1.0
slice_423.wav,4.0,1,1.0
slice_424.wav,4.0,1,1.0
slice_425.wav,4.0,1,1.0
slice_426.wav,4.0,1,1.0
slice_427.wav,4.0,0,1.0
slice_428.wav,4.0,0,1.0
slice_429.wav,4.0,0,1.0
slice_430.wav,4.0,0,1.0
slice_431.wav,4.0,0,1.0
slice_432.wav,4.0,0,1.0
slice_433.wav,4.0,0,1.0
slice_434.wav,4.0,0,1.0
slice_435.wav,4.0,0,1.0
slice_436.wav,4.0,0,1.0
slice_437.wav,4.0,0,1.0
slice_438.wav,4.0,0,1.0
slice_439.wav,4.0,0,1.0
slice_440.wav,4.0,0,1.0
slice_441.wav,4.0,0,1.0
slice_442.wav,4.0,0,1.0
slice_443.wav,4.0,1,1.0
slice_444.wav,4.0,0,1.0
slice_445.wav,4.0,0,1.0
slice_446.wav,4.0,0,1.0
slice_447.wav,4.0,0,1.0
slice_448.wav,4.0,0,1.0
slice_449.wav,4.0,0,1.0
slice_450.wav,4.0,0,1.0
slice_451.wav,4.0,0,1.0
slice_452.wav,4.0,0,1.0
slice_453.wav,4.0,0,1.0
slice_454.wav,4.0,0,1.0
slice_455.wav,4.0,0,1.0
slice_456.wav,4.0,0,1.0
slice_457.wav,4.0,0,1.0
slice_458.wav,4.0,0,1.0
slice_459.wav,4.0,0,1.0
slice_460.wav,4.0,0,1.0
slice_461.wav,4.0,0,1.0
slice_462.wav,4.0,0,1.0
slice_463.wav,4.0,0,1.0
slice_464.wav,4.0,0,1.0
slice_465.wav,4.0,0,1.0
slice_466.wav,4.0,0,1.0
slice_467.wav,4.0,0,1.0
slice_468.wav,4.0,0,1.0
slice_469.wav,4.0,1,1.0
slice_470.wav,4.0,0,1.0
slice_471.wav,4.0,0,1.0
slice_472.wav,4.0,0,1.0
slice_473.wav,4.0,0,1.0
slice_474.wav,4.0,0,1.0
slice_475.wav,4.0,0,1.0
slice_476.wav,4.0,0,1.0
slice_477.wav,4.0,0,1.0
slice_478.wav,4.0,0,1.0
slice_479.wav,4.0,0,1.0
slice_480.wav,4.0,0,1.0
slice_481.wav,4.0,0,1.0
slice_482.wav,4.0,0,1.0
slice_483.wav,4.0,0,1.0
slice_484.wav,4.0,0,1.0
slice_485.wav,4.0,0,1.0
slice_486.wav,4.0,0,1.0
slice_487.wav,4.0,0,1.0
slice_488.wav,4.0,0,1.0
slice_489.wav,4.0,0,1.0
slice_490.wav,4.0,0,1.0
slice_491.wav,4.0,0,1.0
slice_492.wav,4.0,0,1.0
slice_493.wav,4.0,0,1.0
slice_494.wav,4.0,0,1.0
slice_495.wav,4.0,0,1.0
slice_496.wav,4.0,0,1.0
slice_497.wav,4.0,0,1.0
slice_498.wav,4.0,0,1.0
slice_499.wav,4.0,0,1.0
slice_500.wav,4.0,0,1.0
slice_501.wav,4.0,0,1.0
slice_502.wav,4.0,0,1.0
slice_503.wav,4.0,0,1.0
slice_504.wav,4.0,0,1.0
slice_505.wav,4.0,0,1.0
slice_506.wav,4.0,0,1.0
slice_507.wav,4.0,0,1.0
slice_508.wav,4.0,0,1.0
slice_509.wav,4.0,0,1.0
slice_510.wav,4.0,0,1.0
slice_511.wav,4.0,0,1.0
slice_512.wav,4.0,0,1.0
slice_513.wav,4.0,0,1.0
slice_514.wav,4.0,0,1.0
slice_515.wav,4.0,0,1.0
slice_516.wav,4.0,0,1.0
slice_517.wav,4.0,0,1.0
slice_518.wav,4.0,1,1.0
slice_519.wav,4.0,0,1.0
slice_520.wav,4.0,0,1.0
slice_521.wav,4.0,0,1.0
slice_522.wav,4.0,0,1.0
slice_523.wav,4.0,0,1.0
slice_524.wav,4.0,0,1.0
slice_525.wav,4.0,0,1.0
slice_526.wav,4.0,0,1.0
slice_527.wav,4.0,0,1.0
slice_528.wav,4.0,0,1.0
slice_529.wav,4.0,0,1.0
slice_530.wav,4.0,0,1.0
slice_531.wav,4.0,1,2.0
slice_532.wav,4.0,1,2.0
slice_533.wav,4.0,1,2.0
slice_534.wav,4.0,1,2.0
slice_535.wav,4.0,1,2.0
slice_536.wav,4.0,1,2.0
slice_537.wav,4.0,1,2.0
slice_538.wav,4.0,1,2.0
slice_539.wav,4.0,1,2.0
slice_540.wav,4.0,1,2.0
slice_541.wav,4.0,1,2.0
slice_542.wav,4.0,1,2.0
slice_543.wav,4.0,1,2.0
slice_544.wav,4.0,1,2.0
slice_545.wav,4.0,1,2.0
slice_546.wav,4.0,1,2.0
slice_547.wav,4.0,1,2.0
slice_548.wav,4.0,1,2.0
slice_549.wav,4.0,1,2.0
slice_550.wav,4.0,1,2.0
slice_551.wav,4.0,1,2.0
slice_552.wav,4.0,1,2.0
slice_553.wav,4.0,1,2.0
slice_554.wav,4.0,1,2.0
slice_555.wav,4.0,1,2.0
slice_556.wav,4.0,1,2.0
slice_557.wav,4.0,1,2.0
slice_558.wav,4.0,1,2.0
slice_559.wav,4.0,1,2.0
slice_560.wav,4.0,1,2.0
slice_561.wav,4.0,1,2.0
slice_562.wav,4.0,1,2.0
slice_563.wav,4.0,1,2.0
slice_564.wav,4.0,1,2.0
slice_565.wav,4.0,1,2.0
slice_566.wav,4.0,1,2.0
slice_567.wav,4.0,1,2.0
slice_568.wav,4.0,1,2.0
slice_569.wav,4.0,1,2.0
slice_570.wav,4.0,1,2.0
slice_571.wav,4.0,1,2.0
slice_572.wav,4.0,1,2.0
slice_573.wav,4.0,1,2.0
slice_574.wav,4.0,1,2.0
slice_575.wav,4.0,1,2.0
slice_576.wav,4.0,1,2.0
slice_577.wav,4.0,1,2.0
slice_578.wav,4.0,1,2.0
slice_579.wav,4.0,1,2.0
slice_580.wav,4.0,1,2.0
slice_581.wav,4.0,1,2.0
slice_582.wav,4.0,1,2.0
slice_583.wav,4.0,1,2.0
slice_584.wav,4.0,1,2.0
slice_585.wav,4.0,1,2.0
slice_586.wav,4.0,1,2.0
slice_587.wav,4.0,1,2.0
slice_588.wav,4.0,1,2.0
slice_589.wav,4.0,1,2.0
slice_590.wav,4.0,1,2.0
slice_591.wav,4.0,1,2.0
slice_592.wav,4.0,1,2.0
slice_593.wav,4.0,1,2.0
slice_594.wav,4.0,1,2.0
slice_595.wav,4.0,1,2.0
slice_596.wav,4.0,1,2.0
slice_597.wav,4.0,1,2.0
slice_598.wav,4.0,1,2.0
slice_599.wav,4.0,1,2.0
slice_600.wav,4.0,1,2.0
slice_601.wav,4.0,1,2.0
slice_602.wav,4.0,1,2.0
slice_603.wav,4.0,1,2.0
slice_604.wav,4.0,1,2.0
slice_605.wav,4.0,1,2.0
slice_606.wav,4.0,1,2.0
slice_607.wav,4.0,1,2.0
slice_608.wav,4.0,1,2.0
slice_609.wav,4.0,1,2.0
slice_610.wav,4.0,1,2.0
slice_611.wav,4.0,1,2.0
slice_612.wav,4.0,1,2.0
slice_613.wav,4.0,1,2.0
slice_614.wav,4.0,1,2.0
slice_615.wav,4.0,1,2.0
slice_616.wav,4.0,1,2.0
slice_617.wav,4.0,1,2.0
slice_618.wav,4.0,1,2.0
slice_619.wav,4.0,1,2.0
slice_620.wav,4.0,1,2.0
slice_621.wav,4.0,1,2.0
slice_622.wav,4.0,1,2.0
slice_623.wav,4.0,1,2.0
slice_624.wav,4.0,1,2.0
slice_625.wav,4.0,1,2.0
slice_626.wav,4.0,1,2.0
slice_627.wav,4.0,1,2.0
slice_628.wav,4.0,1,2.0
slice_629.wav,4.0,1,2.0
slice_630.wav,4.0,1,2.0
slice_631.wav,4.0,1,2.0
slice_632.wav,4.0,1,2.0
slice_633.wav,4.0,1,2.0
slice_634.wav,4.0,1,2.0
slice_635.wav,4.0,1,2.0
slice_636.wav,4.0,1,2.0
slice_637.wav,4.0,1,2.0
slice_638.wav,4.0,1,2.0
slice_639.wav,4.0,1,2.0
slice_640.wav,4.0,1,2.0
slice_641.wav,4.0,1,2.0
slice_642.wav,4.0,1,2.0
slice_643.wav,4.0,1,2.0
slice_644.wav,4.0,1,2.0
slice_645.wav,4.0,1,2.0
slice_646.wav,4.0,1,2.0
slice_647.wav,4.0,1,2.0
slice_648.wav,4.0,1,2.0
slice_649.wav,4.0,1,2.0
slice_650.wav,4.0,1,2.0
slice_651.wav,4.0,1,2.0
slice_652.wav,4.0,1,2.0
slice_653.wav,4.0,1,2.0
slice_654.wav,4.0,1,2.0
slice_655.wav,4.0,1,2.0
slice_656.wav,4.0,1,2.0
slice_657.wav,4.0,1,2.0
slice_658.wav,4.0,1,2.0
slice_659.wav,4.0,1,2.0
slice_660.wav,4.0,1,2.0
slice_661.wav,4.0,1,2.0
slice_662.wav,4.0,1,2.0
slice_663.wav,4.0,1,2.0
slice_664.wav,4.0,1,2.0
slice_665.wav,4.0,1,2.0
slice_666.wav,4.0,1,2.0
slice_667.wav,4.0,1,2.0
slice_668.wav,4.0,1,2.0
slice_669.wav,4.0,1,2.0
slice_670.wav,4.0,1,2.0
slice_671.wav,4.0,1,2.0
slice_672.wav,4.0,1,2.0
slice_673.wav,4.0,1,2.0
slice_674.wav,4.0,1,2.0
slice_675.wav,4.0,1,2.0
slice_676.wav,4.0,1,2.0
slice_677.wav,4.0,1,2.0
slice_678.wav,4.0,1,2.0
slice_679.wav,4.0,1,2.0
slice_680.wav,4.0,1,2.0
slice_681.wav,4.0,1,2.0
slice_682.wav,4.0,1,2.0
slice_683.wav,4.0,1,2.0
slice_684.wav,4.0,1,2.0
slice_685.wav,4.0,1,2.0
slice_686.wav,4.0,1,2.0
slice_687.wav,4.0,1,2.0
slice_688.wav,4.0,1,2.0
slice_689.wav,4.0,1,2.0
slice_690.wav,4.0,1,2.0
slice_691.wav,4.0,1,2.0
slice_692.wav,4.0,1,2.0
slice_693.wav,4.0,1,2.0
slice_694.wav,4.0,1,2.0
slice_695.wav,4.0,1,2.0
slice_696.wav,4.0,1,2.0
slice_697.wav,4.0,1,2.0
slice_698.wav,4.0,1,2.0
slice_699.wav,4.0,1,2.0
slice_700.wav,4.0,1,2.0
slice_701.wav,4.0,1,2.0
slice_702.wav,4.0,1,2.0
slice_703.wav,4.0,1,2.0
slice_704.wav,4.0,1,2.0
slice_705.wav,4.0,1,2.0
slice_706.wav,4.0,1,2.0
slice_707.wav,4.0,1,2.0
slice_708.wav,4.0,1,2.0
slice_709.wav,4.0,1,2.0
slice_710.wav,4.0,1,2.0
slice_711.wav,4.0,1,2.0
slice_712.wav,4.0,1,2.0
slice_713.wav,4.0,1,2.0
slice_714.wav,4.0,1,2.0
slice_715.wav,4.0,1,2.0
slice_716.wav,4.0,1,2.0
slice_717.wav,4.0,1,2.0
slice_718.wav,4.0,1,2.0
slice_719.wav,4.0,1,2.0
slice_720.wav,4.0,1,2.0
slice_721.wav,4.0,1,2.0
slice_722.wav,4.0,1,2.0
slice_723.wav,4.0,1,2.0
slice_724.wav,4.0,1,2.0
slice_725.wav,4.0,1,2.0
slice_726.wav,4.0,1,2.0
slice_727.wav,4.0,1,2.0
slice_728.wav,4.0,1,2.0
slice_729.wav,4.0,1,2.0
slice_730.wav,4.0,1,2.0
slice_731.wav,4.0,1,2.0
slice_732.wav,4.0,1,2.0
slice_733.wav,4.0,1,2.0
slice_734.wav,4.0,1,2.0
slice_735.wav,4.0,1,2.0
slice_736.wav,4.0,1,2.0
slice_737.wav,4.0,1,2.0
slice_738.wav,4.0,1,2.0
slice_739.wav,4.0,1,2.0
slice_740.wav,4.0,1,2.0
slice_741.wav,4.0,1,2.0
slice_742.wav,4.0,1,2.0
slice_743.wav,4.0,1,2.0
slice_744.wav,4.0,1,2.0
slice_745.wav,4.0,1,2.0
slice_746.wav,4.0,1,2.0
slice_747.wav,4.0,1,2.0
slice_748.wav,4.0,1,2.0
slice_749.wav,4.0,1,2.0
slice_750.wav,4.0,1,2.0
slice_751.wav,4.0,1,2.0
slice_752.wav,4.0,1,2.0
slice_753.wav,4.0,1,2.0
slice_754.wav,4.0,1,2.0
slice_755.wav,4.0,1,2.0
slice_756.wav,4.0,1,2.0
slice_757.wav,4.0,1,2.0
slice_758.wav,4.0,1,2.0
slice_759.wav,4.0,1,2.0
slice_760.wav,4.0,1,2.0
slice_761.wav,4.0,1,2.0
slice_762.wav,4.0,1,2.0
slice_763.wav,4.0,1,2.0
slice_764.wav,4.0,1,2.0
slice_765.wav,4.0,1,2.0
slice_766.wav,4.0,1,2.0
slice_767.wav,4.0,1,2.0
slice_768.wav,4.0,1,2.0
slice_769.wav,4.0,1,2.0
slice_770.wav,4.0,1,2.0
slice_771.wav,4.0,1,2.0
slice_772.wav,4.0,1,2.0
slice_773.wav,4.0,1,2.0
slice_774.wav,4.0,1,2.0
slice_775.wav,4.0,1,2.0
slice_776.wav,4.0,1,2.0
slice_777.wav,4.0,1,2.0
slice_778.wav,4.0,1,2.0
slice_779.wav,4.0,1,2.0
slice_780.wav,4.0,1,2.0
